0 0.0 0.0 0.0
0 10.0 0.0 0.0
0 203.94857560446758 100.0 0.0
0 322.1027792744821 100.0 100.0
1 0.0 0.0 0.0
1 10.0 0.0 0.0
1 179.39103795262488 100.0 0.0
1 476.0640368998694 100.0 100.0
2 0.0 0.0 0.0
2 10.0 0.0 0.0
2 126.50283661964812 100.0 0.0
2 368.58303149101425 100.0 100.0
3 0.0 0.0 0.0
3 10.0 0.0 0.0
3 171.76344072267395 100.0 0.0
3 558.7552826624876 100.0 100.0
4 0.0 0.0 0.0
4 20.0 0.0 0.0
4 141.35495839606088 100.0 0.0
4 278.91863738085624 100.0 100.0
5 0.0 0.0 0.0
5 20.0 0.0 0.0
5 135.47548199052068 0.0 100.0
5 335.1640446839241 100.0 100.0
6 0.0 0.0 0.0
6 20.0 0.0 0.0
6 141.35495839606088 100.0 0.0
6 278.91863738085624 100.0 100.0
7 0.0 0.0 0.0
7 20.0 0.0 0.0
7 135.47548199052068 0.0 100.0
7 335.1640446839241 100.0 100.0
8 0.0 0.0 0.0
8 30.0 0.0 0.0
8 149.7387450308646 100.0 0.0
8 395.9513166677278 100.0 100.0
9 0.0 0.0 0.0
9 30.0 0.0 0.0
9 191.31405567949065 0.0 100.0
9 382.90386626055533 100.0 100.0
10 0.0 0.0 0.0
10 30.0 0.0 0.0
10 149.7387450308646 100.0 0.0
10 395.9513166677278 100.0 100.0
11 0.0 0.0 0.0
11 30.0 0.0 0.0
11 191.31405567949065 0.0 100.0
11 382.90386626055533 100.0 100.0
12 0.0 0.0 0.0
12 40.0 0.0 0.0
12 156.04112110978684 100.0 0.0
12 340.8750010230592 100.0 100.0
13 0.0 0.0 0.0
13 40.0 0.0 0.0
13 152.26432951944523 0.0 100.0
13 548.6523500434475 100.0 100.0
14 0.0 0.0 0.0
14 40.0 0.0 0.0
14 156.04112110978684 100.0 0.0
14 340.8750010230592 100.0 100.0
15 0.0 0.0 0.0
15 40.0 0.0 0.0
15 152.26432951944523 0.0 100.0
15 548.6523500434475 100.0 100.0
